0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
937,1091,1354,477,476,1407,223,1314,414,528,635,1331,427,1025,1272,569,1024,485,678,1243,540,1054,1056,702,117,283,392,898,906,132,700,913,1263,1181,912,270,331,1173,768,1414,1142,1148,254,172,178,189,319,239,407,791,680,637,1126,931,1257,217,315,171,754,930,537,248,933,424,1373,207,129,617,1169,932,253,1010,267,231,1002,1180,252,483,1289,54,33,1022,1271,386,489,695,971,110,706,828,474,136,867,265,915,1338,1322,1270,1248,1321
212,330,1119,790,599,924,1175,701,1133,1293,52,563,1303,206,1068,647,1295,789,1014,686,581,337,456,1334,1282,236,862,360,682,987,340,657,99,908,134,35,177,731,394,1103,973,1100,87,1333,1423,156,522,501,730,258,633,963,1298,531,1278,59,389,56,1195,1158,1273,100,175,905,1060,803,559,1024,552,831,605,1155,640,958,217,828,663,1363,314,860,1170,867,277,316,1162,639,549,263,28,1354,1054,466,1208,290,1200,1383,20,736,477,592
212,330,1119,790,924,701,1175,1133,52,1303,599,206,1293,563,1068,337,647,1295,686,360,862,1282,1014,987,682,522,340,1103,657,236,99,908,134,35,1100,731,177,394,156,1333,973,789,559,963,1298,581,456,958,1334,1363,552,605,87,1158,1273,1195,905,258,389,640,501,1155,730,633,531,1278,1060,59,639,56,1200,1423,100,1208,316,106,175,290,1170,831,505,541,720,277,1018,263,28,438,466,736,20,45,636,972,803,663,1383,1024,314,860
283,913,132,331,270,1181,768,129,932,617,1289,172,1180,33,54,254,489,637,680,1022,1183,971,136,695,265,915,1338,1257,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,420,992,604,202,1251,1240,1253,1414,1061,257,883,215,165,1342,856,1347,261,268,424,455,996,267,252,836,110,483,253,1046,318,750,60,1153,386,380,358,806,986,1091,264,875,130,1164,286,1168,361,187,1030,1092,1409,65,41,1305,746,199,1002,906,392,49,1271,1314,230
212,330,1119,790,924,599,1175,1133,701,1293,52,563,1303,206,1068,647,1295,1014,686,1282,236,862,337,682,987,360,789,340,657,99,908,134,35,581,177,456,731,1334,394,973,1103,1100,87,1333,156,501,258,730,633,522,531,1298,963,1278,389,59,56,1423,1195,1273,1158,1060,100,175,905,831,1155,552,605,640,1170,277,559,316,263,958,28,639,466,1363,1208,663,290,314,736,20,1383,860,1200,803,45,972,636,1162,549,106,592,828,1018,1024
283,913,132,331,270,1181,768,129,932,1289,617,172,1180,33,54,489,254,637,1183,680,1022,971,136,265,695,915,1338,1322,1270,1248,1321,1141,1257,571,1113,1306,1358,1185,1259,420,992,604,202,1251,1240,1253,1061,257,883,1414,215,165,1342,268,261,856,1347,996,455,424,1046,836,750,60,318,267,1153,252,110,483,253,380,386,358,1091,264,806,986,130,875,1164,286,361,187,1168,1092,1409,65,1030,41,199,49,937,1314,746,1305,906,1002,392,1271
283,913,132,331,270,1181,768,1091,172,129,254,617,932,637,1180,680,1289,33,54,1257,489,1022,695,971,937,136,265,1414,915,1338,1322,1270,1183,1248,1321,1141,1113,571,1185,1306,1358,1259,424,1314,992,604,202,267,253,252,420,483,414,635,1331,528,1251,1240,1253,386,427,110,1061,883,257,569,1272,392,906,358,1354,1347,455,1002,1342,856,215,1243,165,1271,996,477,806,476,1407,223,836,261,986,268,1305,875,318,171,380,750,1046,474,60,264
1354,937,477,476,1407,223,1091,1024,1025,678,1054,1314,1056,528,117,635,485,217,414,1331,178,427,189,407,791,319,1126,239,931,315,754,930,248,1373,207,231,1010,1169,540,702,912,898,828,867,1148,1142,700,1263,1173,537,1272,803,569,933,811,1286,1243,1132,1194,1101,1406,658,171,426,785,995,271,392,1283,906,815,1398,371,600,1400,1073,1146,1296,627,479,1334,398,610,561,397,159,1002,706,789,1415,581,456,964,849,920,1271,417,474,1414,644
283,913,1183,331,132,270,1289,1181,932,129,617,489,768,420,1180,33,54,915,1338,1322,172,1270,265,136,1248,1141,1321,971,571,1022,695,1113,1358,1306,1259,215,1185,637,165,254,680,257,268,1251,1046,1240,1253,261,1257,1061,60,1153,750,883,992,604,1342,202,856,318,130,996,380,836,1347,1409,65,49,1164,455,286,361,187,199,1281,264,1092,41,1168,1414,608,986,1030,845,786,875,779,1159,1163,806,733,713,454,1124,358,110,1250,424,1161,1088
559,1363,1183,420,786,958,283,913,1289,331,215,132,489,270,165,522,932,541,129,915,617,1322,1338,1181,1270,1180,1248,1141,1321,265,33,571,136,768,54,1046,971,1113,695,1358,1306,758,60,268,1022,172,1153,1259,1185,261,750,49,130,257,874,1409,637,1281,65,1429,1251,1240,1253,337,254,1061,680,845,1342,199,318,779,856,1164,883,713,361,286,380,435,454,608,187,41,996,992,604,1257,1150,1092,510,202,1301,836,1105,586,1260,106,496,320
559,1363,522,958,337,541,283,1183,913,701,331,132,1289,786,270,420,1303,1181,932,129,489,617,768,1180,1175,33,1133,52,54,915,1338,1322,1270,1429,1248,265,1141,1321,106,136,571,605,172,215,874,971,552,758,165,1113,206,695,1022,505,1358,1306,1259,720,1185,637,1103,360,254,1046,680,1200,924,268,640,435,261,60,156,1153,257,750,1251,1240,1253,1061,1150,510,790,192,963,1298,1260,496,1257,1000,130,320,772,49,1032,1118,29,883,1342,1100
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1022,1257,971,695,1183,136,265,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,420,992,1414,604,202,1251,1240,1253,1061,883,257,424,215,165,267,1347,252,1342,253,483,856,455,110,996,261,268,386,358,836,1091,318,1046,750,806,380,60,986,1153,875,264,130,1030,1002,1305,1168,906,392,1164,1271,746,286,361,187,1092,1314,569,230,968,1409,65,502
789,212,1334,581,1354,456,1119,1024,330,477,1407,476,217,223,599,1054,803,828,867,1423,1293,1068,790,563,924,178,189,407,791,1126,678,937,319,647,315,1056,239,117,931,1175,754,248,811,1406,930,1133,52,231,1295,207,1373,701,206,314,1025,860,1303,236,1162,549,1014,663,1010,426,271,995,815,371,87,1073,1169,686,1282,183,1402,1408,1330,862,592,560,242,684,682,855,479,953,632,826,501,987,340,730,1194,1091,159,398,1132,550,99,908
212,1119,330,599,790,924,1293,563,1068,1175,647,1133,52,701,206,1303,1295,789,581,456,1334,1014,236,686,1282,862,682,987,340,87,657,99,908,1423,35,360,134,177,731,394,973,501,337,730,531,633,1278,258,1100,59,56,1103,1333,100,175,831,156,389,663,803,314,1060,860,1298,963,1162,277,549,1024,828,1273,1195,1158,263,867,217,28,1155,466,1170,905,522,1383,592,183,316,550,20,736,1054,242,560,45,972,640,684,636,552,1406,605
1091,937,1354,1314,283,414,528,635,477,1331,132,913,476,331,1181,270,427,1407,223,768,172,254,637,680,129,617,932,1257,1180,1289,1414,33,54,569,1272,1022,489,424,695,971,1025,136,267,265,392,253,906,252,483,1243,915,1338,1322,1270,1248,1321,1141,1113,1185,571,1306,1358,1183,1259,386,485,992,1002,110,604,202,1024,171,1271,678,540,702,898,358,420,700,1251,1253,1240,1263,883,1173,1061,912,1054,1056,117,1142,1148,257,933,474,537,1347,1305
212,330,1119,599,790,924,789,1293,1175,1334,701,581,1133,563,52,456,1068,1303,206,1354,647,1024,1295,477,1407,476,217,223,337,1423,1014,803,1054,686,236,828,1282,867,862,360,682,987,340,657,99,908,178,937,134,35,177,87,731,189,522,1103,407,394,791,1126,1100,678,973,319,315,1056,239,117,314,931,860,1406,1333,811,156,501,754,248,663,930,1162,730,231,549,207,1373,559,531,633,1025,258,1298,963,1278,59,56,426,958,1363,1010
1354,789,1334,1024,212,581,456,477,1407,1119,476,223,330,217,1054,828,803,599,867,1423,178,1293,1068,937,563,189,407,790,791,678,1126,319,1056,315,117,239,924,931,754,248,930,811,231,207,1373,1406,1025,647,1175,314,860,1010,1133,1295,52,701,1162,426,206,549,1303,663,236,271,995,815,371,1014,1073,1169,1091,87,1402,1408,183,1330,560,485,686,479,592,242,1194,1282,684,1132,855,953,826,632,398,159,862,397,550,69,682,501,1101,730
701,1175,1303,1133,52,924,206,337,790,360,522,330,1103,686,1119,212,862,987,156,1100,599,1282,682,559,1333,963,1298,958,605,552,340,1295,647,1363,657,134,1293,731,563,99,908,35,394,177,640,905,1158,1195,1273,973,1014,1068,1200,1155,639,106,389,505,1208,290,720,541,1018,316,438,236,258,1060,1170,1429,322,482,712,529,614,865,844,566,1268,1356,501,423,211,874,347,317,907,888,1278,633,602,730,87,664,59,430,693,531,25,464
1354,212,789,1024,1334,477,1119,581,330,456,1407,476,223,217,1054,599,828,803,867,790,937,1293,1068,1423,924,563,178,189,407,678,791,1126,319,1175,1056,117,315,239,1133,701,52,931,647,754,1303,206,248,1025,930,231,1373,207,811,1295,1406,1010,236,314,860,1014,1091,1162,426,549,663,271,995,815,686,371,1169,1282,1073,87,862,337,682,485,987,1402,360,1408,340,183,1330,657,99,908,283,1194,560,479,1132,592,35,134,913,242,684,501
212,1119,330,599,1068,1293,563,789,790,581,647,456,1334,924,1295,236,1014,87,1423,1175,501,730,1133,52,206,531,633,1282,1278,59,56,701,1303,686,682,175,663,862,340,100,99,908,657,831,314,35,258,177,860,134,987,973,1162,731,394,549,592,277,1383,263,550,28,803,183,466,1060,242,560,684,632,360,389,20,736,972,855,45,953,1402,828,1100,636,826,1170,1408,1330,867,1333,69,1406,452,217,509,94,490,1103,469,827,1108,457
283,913,132,331,270,1181,768,129,172,932,617,1289,1180,254,33,54,637,680,489,1022,1257,1183,971,695,136,265,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,420,1414,992,1091,604,202,1251,1240,1253,1061,257,883,424,215,165,937,267,252,253,1342,483,1347,856,110,455,261,268,996,386,836,358,1046,1314,318,750,60,380,1153,806,414,986,1331,635,528,427,264,875,1354,569,392,906,1272,130,1002,1271,477,476,1305,1164,1407,223
283,913,132,331,270,1354,1181,768,129,932,1289,617,172,1180,477,937,33,54,489,1407,254,476,637,223,1183,680,1022,971,136,265,1091,1024,695,915,1338,1322,1270,1248,1321,1141,1257,571,1113,1306,1358,1185,420,1259,212,1054,217,330,1119,789,1334,581,456,992,604,790,202,924,828,1025,1251,701,678,1240,1253,599,1414,1175,867,178,1061,257,1133,803,52,215,1303,189,407,883,165,1056,117,791,1126,206,319,239,315,1314,931,1293,337,754,248,563
283,913,132,331,270,1181,768,129,932,1289,617,172,1180,33,54,1354,489,254,637,1183,680,1022,971,136,265,937,915,695,1338,1322,1270,1248,1321,1141,477,1257,571,1113,1407,476,1306,1358,420,223,1091,1185,1259,1024,992,212,604,202,1251,1240,1253,1061,257,330,215,1414,1054,1119,217,165,883,789,1334,701,790,924,1175,581,456,1133,1025,52,1303,678,599,828,268,261,1342,178,206,867,1314,337,856,189,803,1056,407,117,791,1126,424,1046,1347,319
789,1334,1354,1024,581,456,477,1407,217,476,223,1054,803,828,212,867,1423,1119,178,330,189,407,791,1126,678,319,315,1056,239,117,931,754,248,599,811,930,1406,231,937,207,1373,1025,1068,314,860,1293,1010,426,563,1162,549,271,663,995,815,371,1073,1169,790,1402,1408,1330,647,183,479,924,560,1194,1132,242,684,855,398,159,953,826,592,632,236,397,1295,485,69,550,509,1101,383,94,95,827,457,690,87,469,123,182,384,149,1014,452
212,330,1119,790,924,599,1175,701,1133,52,1303,1293,206,563,1068,647,1295,789,581,337,1334,456,686,1014,1282,862,360,236,987,682,340,657,99,908,134,35,177,731,1103,394,1100,522,973,1423,87,1333,156,1024,501,963,1298,730,258,803,559,633,1354,531,217,1278,389,59,828,958,1273,1195,1158,56,1363,552,605,905,867,1054,477,100,1060,640,175,1155,1407,314,831,663,860,476,223,1162,549,1170,639,277,316,1200,178,1208,263,1406,290,28
283,913,331,132,270,1181,768,1289,129,932,617,1180,1183,172,489,33,54,1022,915,136,265,637,971,1338,254,1322,1270,1248,1321,1141,695,680,571,420,1113,1358,1306,1185,1259,1257,215,165,1251,992,1240,1253,257,604,1061,202,883,268,261,1342,856,1046,60,750,996,1153,1347,1414,318,455,836,380,130,264,1164,424,286,361,110,1409,65,187,986,267,358,252,1092,49,806,483,253,199,875,1168,41,386,1030,1281,733,608,1159,1163,1070,685,1250,746
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,637,680,33,54,489,1257,1022,971,695,136,265,1183,915,1338,1091,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,1414,420,992,604,202,937,424,1251,1240,1253,1061,883,267,257,252,253,483,110,386,1314,1347,215,165,455,414,1342,358,856,1331,635,528,996,427,261,268,569,836,392,906,1272,806,986,318,1354,1002,750,380,1046,1271,60,875,1153,1243,264,477,1305,476,1407,223,130
283,913,132,331,270,1181,768,1091,172,129,932,617,254,1289,1180,637,680,33,54,937,1257,489,1022,971,695,136,265,1183,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1414,1259,1354,1314,420,992,604,202,424,414,528,635,1331,477,267,476,1251,427,1240,1253,1407,253,252,223,483,1061,883,257,110,386,569,1272,1347,358,215,455,392,906,165,1342,856,996,1002,261,268,1243,1025,836,806,1271,986,318,380,750,1046,1024,875,485,60,1305
1354,477,1407,1024,476,223,212,789,1334,937,1119,581,330,456,217,1054,828,599,803,867,790,178,924,678,1091,189,1293,407,283,791,1068,1126,1423,563,1056,913,117,319,1025,315,239,132,1175,331,701,931,1133,270,52,1181,754,248,1303,930,206,768,1373,207,231,647,129,932,811,172,617,1289,1180,1406,1010,1295,33,54,254,637,489,680,1183,1022,337,1014,1169,314,426,236,860,971,136,485,695,265,1257,915,1338,271,1162,1322,686,1270,549,995
283,913,1183,331,132,270,1289,1181,932,129,617,489,768,420,1180,33,54,915,1338,1322,1270,265,136,1248,172,1141,1321,571,971,1022,695,1113,1358,1306,1259,215,1185,637,165,254,680,257,268,1251,1046,1240,1253,261,1257,1061,60,1153,750,883,992,604,1342,202,856,318,130,996,380,836,1347,1409,65,49,1164,455,286,361,187,199,264,1092,1281,41,1168,1414,608,986,1030,875,845,1159,1163,733,806,779,713,1124,786,454,358,110,1250,1161,1088,226
789,1334,581,456,212,1119,330,1423,599,1068,1293,563,803,1024,828,217,867,314,860,663,1162,647,549,1054,790,236,1406,1295,87,924,811,183,1014,592,178,426,560,1354,242,684,1402,550,1408,407,189,632,1330,271,371,815,791,1126,855,995,953,477,826,501,730,319,1073,315,1407,531,239,69,931,476,223,633,248,754,231,1056,930,117,509,56,94,207,1373,59,1278,452,827,457,95,678,469,690,123,182,149,432,383,384,479,159,175,398
789,1334,581,456,212,1024,1119,1423,217,803,1354,828,330,867,1054,477,1407,599,476,223,1068,178,1293,189,407,563,1406,314,791,860,1126,811,319,315,1162,239,549,931,663,678,1056,117,754,248,930,231,426,207,1373,271,815,995,371,790,647,1073,183,1010,1402,1408,1330,236,560,592,242,684,924,1295,632,1025,855,953,826,87,550,479,69,1014,159,398,509,1169,397,94,95,827,457,383,690,469,452,123,182,149,384,432,1194,1132,937,501
212,1119,330,599,1293,1068,563,790,789,647,581,456,924,1334,1295,236,1014,1175,87,1133,1423,52,206,701,1303,501,1282,730,686,531,633,862,682,1278,59,340,56,99,908,657,35,987,177,663,134,175,100,973,258,314,731,394,831,860,1162,549,803,592,277,360,1383,263,550,183,1060,28,466,389,242,560,684,1100,632,828,1333,867,20,736,1170,1402,855,953,972,45,1408,217,1330,826,1103,636,1406,1024,69,156,337,452,426,509,94,1155
789,212,1334,581,456,1119,330,599,1423,1068,1293,563,803,828,1024,647,314,217,867,860,790,663,1162,236,549,1295,87,1054,924,1014,1406,592,183,811,560,242,684,550,426,501,1402,730,632,1408,1330,178,531,855,953,271,826,633,371,815,407,189,995,1354,1073,791,56,1126,59,1278,69,319,315,477,239,509,1175,931,94,1407,175,452,827,457,95,469,100,690,1133,248,123,754,52,206,182,231,149,432,930,384,383,1056,476,223,117,207
1024,789,1334,581,456,217,1354,1054,803,828,867,477,1407,476,223,1423,178,189,407,791,1126,319,315,239,678,811,1056,931,1406,117,754,248,930,231,207,1373,426,860,314,1010,271,995,815,371,1162,549,1025,1073,663,1169,1402,1408,1330,479,1194,398,159,183,1132,397,826,855,953,560,684,242,212,937,632,69,1101,383,509,592,95,94,827,457,690,182,123,384,469,149,432,452,550,1286,658,1119,1146,485,834,561,1415,330,1320,429,1068,599
212,330,1119,790,599,924,1293,1175,563,701,1133,52,1068,1303,206,647,789,1295,581,1334,456,1014,686,236,1282,337,862,682,360,987,340,657,99,908,134,35,177,731,1423,394,87,973,1103,1100,1333,501,156,730,522,258,633,1024,531,803,1278,59,1298,963,56,389,217,828,100,175,867,1273,1158,1195,1354,1060,314,663,831,905,860,1054,559,1155,552,1162,605,549,640,477,958,277,1170,1363,1407,476,263,316,223,28,466,1406,639,592,178,183
1354,477,1024,1407,476,223,789,1334,581,217,456,1054,937,828,803,867,212,178,189,678,407,1119,791,1126,1056,319,1423,117,330,315,239,931,1025,754,248,930,231,1373,207,811,599,1406,1010,1091,1068,1293,563,426,1169,314,860,790,271,995,815,371,1162,549,485,924,1073,663,647,1194,1132,1402,1408,479,1330,1295,1175,183,398,159,1101,1133,236,52,397,560,1286,701,855,953,826,684,242,206,1303,592,1014,632,912,1314,69,383,509,528,635,658
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1022,1257,1183,971,695,136,265,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,420,1091,1414,992,604,202,1251,1240,1253,1061,883,257,937,424,215,165,267,252,253,483,1342,1347,110,856,455,261,268,386,996,358,1314,836,1046,318,750,414,60,380,1153,635,528,1331,806,986,1354,427,569,264,875,392,906,1272,477,1002,130,476,1407,223,1271,1305,1164
212,330,1119,599,790,924,1293,563,1068,1175,647,1133,52,701,206,1303,1295,1014,236,686,1282,862,682,987,340,657,99,908,789,35,134,177,360,87,731,394,581,973,456,1334,501,730,337,258,633,531,1100,1278,59,1103,56,1333,100,175,389,156,831,1060,1423,963,1298,277,1158,1195,1273,263,1170,1155,28,466,905,316,1383,20,736,663,45,972,636,522,640,314,552,639,860,605,1208,1162,290,549,592,550,1222,183,803,0,388,1200,242,560
1024,1354,477,1407,217,476,223,1054,1334,828,789,867,803,581,456,178,189,407,791,1126,678,319,1056,315,117,239,931,754,248,930,231,207,1373,811,1423,1406,1025,1010,937,426,271,995,1169,815,371,1073,860,314,1194,1132,1162,549,479,485,398,1101,159,1408,1402,1330,397,663,1286,658,826,183,855,953,383,1146,560,69,509,684,95,242,457,827,94,690,384,182,632,123,149,469,432,912,452,561,1415,1148,1142,592,834,550,1320,429,898,702
283,913,331,132,270,1183,1289,1181,932,129,768,617,489,1180,33,54,420,172,915,1338,1322,265,136,1270,1248,1321,1141,971,571,1022,695,1113,1358,1306,637,254,1259,1185,680,215,165,1257,257,1251,1240,1253,1061,268,261,1046,992,883,604,202,60,1153,750,1342,856,996,318,130,380,836,1347,455,1409,1164,65,286,49,361,187,264,199,1092,41,1414,1281,1168,986,875,1030,806,608,110,358,424,733,1159,1163,845,252,267,1124,1250,483,779,253,713
212,1119,330,789,599,1334,581,456,790,1293,924,1068,563,1175,1133,52,1024,701,647,206,1303,1354,1423,1295,217,803,477,828,1407,1054,1014,236,867,476,223,686,1282,862,682,87,178,987,337,340,314,189,407,360,860,657,99,908,791,1126,663,1406,1162,35,319,134,315,177,678,549,811,239,1056,731,931,117,501,394,730,973,754,248,930,231,531,207,1373,633,937,426,1278,1100,1103,59,56,258,271,183,815,995,1333,371,1025,592,1010,175
789,1334,581,456,1024,1354,477,212,217,1407,476,223,1054,803,828,1119,867,330,1423,178,599,189,407,791,1126,678,319,315,1056,239,117,931,1068,1293,811,754,1406,248,930,563,231,207,1373,937,314,860,1025,790,1162,426,549,1010,663,271,995,815,371,647,924,1073,1169,1295,1402,236,1408,183,1330,560,479,242,592,684,855,953,1014,826,1194,632,159,398,1132,87,1175,397,69,550,1133,52,509,485,206,383,94,95,827,457,1101,690,701,469
212,330,1119,790,924,599,1175,701,1133,52,1303,206,1293,563,1068,647,1295,686,1014,1282,337,862,360,236,682,987,340,657,99,908,134,35,177,731,394,1103,789,1100,973,581,1333,456,156,87,1334,522,258,501,1298,963,730,389,633,531,1278,1273,1158,1195,59,56,905,1060,1155,100,175,552,605,1423,831,640,559,1170,958,316,277,639,1363,263,1208,28,466,290,1200,736,20,45,1383,972,636,663,106,505,314,1018,860,1162,720,803,549,438
924,790,701,212,1175,330,1133,52,1303,1119,206,599,337,1293,563,647,1068,360,686,1295,862,522,1282,987,682,1103,1014,340,1100,657,134,99,908,156,35,731,177,394,1333,559,236,973,963,1298,958,1363,552,605,1195,1158,1273,905,640,389,258,1155,87,1200,639,501,106,1060,789,1208,730,505,290,541,633,316,1278,581,531,456,720,59,1170,1334,56,1018,100,175,438,831,277,263,28,466,1429,736,20,1423,45,636,972,322,482,874,1383,1268
283,913,132,331,270,1181,768,129,932,1289,617,172,1180,33,54,489,254,637,1183,680,1022,971,136,265,695,915,1338,1322,1270,1248,1321,1141,571,1257,1113,1306,1358,1185,1259,420,992,604,202,1251,1240,1253,1061,257,215,883,165,1414,1342,268,261,856,1347,996,1091,455,1046,424,750,60,836,1153,318,267,252,380,110,483,253,386,358,130,937,264,986,806,875,1164,286,361,187,1409,65,1092,1168,1314,1030,49,199,41,414,1354,1331,635,528,427
559,1363,522,958,337,541,701,786,1429,106,1303,605,874,552,505,758,1175,1133,52,720,206,1200,1103,360,640,435,156,192,510,1150,1260,496,1000,772,1032,320,29,963,1298,1118,924,506,438,284,709,440,512,1301,1105,1100,737,1018,905,1386,790,500,1333,351,86,1384,1183,639,310,1353,491,204,420,195,1195,1273,1158,1064,290,215,453,1208,686,165,987,283,913,1289,845,331,862,489,1046,132,779,270,932,915,11,49,129,708,1322,1338,1270,713
283,913,132,331,270,1181,768,172,129,932,617,1289,1180,254,33,54,637,680,489,1022,1257,971,695,1183,136,265,915,1338,1322,1270,1248,1321,1141,571,1113,1306,1358,1185,1259,420,992,604,1414,202,1251,1240,1253,1061,883,257,424,215,165,267,1347,1342,252,253,856,483,455,110,996,261,268,386,358,836,318,1091,1046,750,806,380,60,986,1153,875,264,130,1030,1168,1002,1305,906,392,1164,1271,746,286,361,187,1092,1314,230,569,968,1409,65,502
559,1363,958,522,541,337,786,758,1429,874,106,505,605,720,435,552,701,1150,510,192,1260,496,320,1000,1118,772,1032,29,1200,506,1303,1301,1105,440,284,709,737,1183,420,640,512,1386,500,1175,1133,52,215,1103,1384,310,1353,165,491,204,351,438,86,845,195,360,156,206,1046,283,913,779,1289,49,1064,453,713,489,331,454,60,1298,963,1153,915,1281,132,1322,1018,1338,1270,270,1248,932,1141,1321,268,129,571,265,617,136,1180,261,586,750
283,913,132,331,270,1181,768,129,932,1289,617,172,1180,33,54,489,254,637,680,1183,1022,971,136,695,265,915,1338,1322,1270,1257,1248,1321,1141,571,1113,1306,1358,1185,1259,420,992,604,202,1251,1240,1253,1414,1061,257,883,215,165,1091,1342,856,268,261,424,1347,996,455,267,252,1046,253,836,483,110,750,318,60,1153,386,380,358,937,806,986,264,130,875,1314,1164,286,361,187,1168,414,1092,1409,1030,65,1331,635,528,906,392,427,569,1002
1091,937,283,132,913,331,270,1181,768,1314,172,254,1354,637,129,680,617,932,414,528,635,1180,1331,1257,1289,427,33,54,1414,477,1022,489,476,1407,223,695,971,569,136,1272,265,424,915,1338,1322,1270,1248,1321,1141,267,1113,253,1185,1183,571,1306,1358,252,1259,483,392,906,992,386,604,202,1243,110,1025,1002,420,1251,1240,1253,1271,358,883,1061,485,171,257,1347,1024,540,455,702,678,898,474,806,1305,700,1263,1173,1342,856,912,996,706,933
212,1119,330,789,1334,581,456,599,1293,1068,563,790,1024,924,1423,1354,217,803,647,828,1054,477,867,1175,1407,1295,1133,52,476,223,701,206,236,1303,1014,178,314,860,189,407,1406,663,791,1162,1126,87,549,811,319,315,239,678,686,1056,931,1282,117,754,248,930,231,862,207,1373,426,682,501,340,730,987,271,99,908,657,815,183,995,371,531,592,633,35,134,177,1402,1073,1010,560,1408,242,1330,1278,684,59,360,56,731,1025,937,394
212,1119,330,599,1293,1068,563,790,647,924,1295,789,236,581,1014,456,1334,1175,87,1133,52,206,701,1303,1282,501,730,686,1423,531,633,862,682,340,1278,59,99,56,908,657,35,987,177,134,175,100,973,258,731,394,831,663,277,314,360,860,1383,263,1060,28,466,1162,549,389,592,1100,1333,550,20,736,1170,183,972,45,636,242,803,560,1103,684,632,156,1155,855,316,953,1195,1158,1273,337,1402,826,963,1298,1408,1330,490,1108,828,69
937,1091,1354,477,476,1407,223,1314,414,528,635,1331,427,1025,1272,569,1024,485,678,1243,1054,540,1056,117,702,898,392,283,906,700,1263,132,912,913,1173,1181,270,331,1142,1148,178,1414,768,189,254,319,239,407,791,172,1126,931,217,315,680,637,754,930,171,1257,248,537,933,1373,207,424,1169,129,1010,231,617,932,253,1002,267,1180,252,483,1289,54,33,1022,1271,386,489,695,971,828,110,706,867,474,136,265,915,1338,1286,1322,1270,1248
283,913,132,331,270,1181,768,129,1289,932,617,172,1180,33,54,489,1183,254,637,1022,680,971,136,265,915,695,1338,1322,1270,1248,1321,1141,571,1113,1257,1306,1358,420,1185,1259,992,604,1251,202,1240,1253,1061,257,215,883,165,1414,268,1342,261,856,996,1347,1046,455,750,60,836,1153,318,380,424,110,267,252,483,253,130,358,264,386,986,806,875,1164,286,361,187,1409,65,1092,1168,1030,1091,41,199,49,1281,746,1305,733,502,584,230,968
283,913,331,132,270,1181,701,768,1289,337,129,932,1175,617,1303,1133,52,1180,1183,924,172,790,489,33,54,206,522,212,330,559,1119,1022,637,915,136,254,265,971,1338,1322,1270,1248,1321,1141,695,1363,680,420,571,958,1113,1358,1306,1259,1185,599,1257,360,1293,563,215,1103,165,686,541,647,1068,1251,1240,1253,992,257,1295,862,604,156,1061,987,605,552,202,1282,1100,883,682,1354,268,261,1298,963,1333,1046,340,106,1014,657,640,134,1342,99
789,1334,581,456,1423,1024,803,217,828,867,212,1054,1119,314,1354,860,1406,1162,178,549,811,663,477,330,189,407,1407,791,1126,476,426,319,223,315,239,599,931,271,815,371,995,1056,248,1068,754,117,231,930,183,678,1402,207,1073,1373,1408,1330,560,592,242,684,1293,632,855,953,826,563,550,69,1010,479,509,159,398,94,95,827,457,383,690,469,452,123,397,182,149,384,432,1194,1132,87,236,1169,1025,647,1101,834,1146,658,1415,1295
283,913,331,132,270,1181,768,1289,129,932,617,1180,172,33,489,54,1183,637,254,1022,136,971,265,915,680,1338,1322,695,1270,1248,1321,1141,571,1113,420,1306,1358,1185,1259,1257,992,1251,604,1240,1253,202,215,257,1061,165,883,268,261,1342,856,1414,1046,996,1347,750,60,455,1153,318,836,380,424,130,110,264,267,252,483,358,253,986,1164,806,386,286,361,187,875,1409,65,1092,1168,49,199,41,1030,1281,746,733,1091,1070,685,584,1250,1425
559,1363,958,522,541,337,786,758,1429,874,106,505,435,605,720,552,1183,1150,510,192,420,1260,496,701,320,1000,1118,772,1032,29,215,1301,1105,506,440,1200,284,737,709,165,1303,283,913,1289,512,1386,500,640,331,1046,489,845,1384,132,310,915,270,1175,1353,49,932,1133,1322,1338,491,1270,52,204,1248,1141,129,1321,60,1103,617,1153,571,779,265,195,1180,351,136,86,268,1181,33,713,1281,438,54,454,1113,768,261,971,750,156,360,453
